,Title,Link,Company,Size company,Salary,Locations,Level,Year of Experience,Contract Type,Sex,Skills
2107,Product Marketing (Mobile App),https://www.topcv.vn/viec-lam/product-marketing-mobile-app/1317014.html?ta_source=ITJobs_LinkDetail,Công ty CP Savvycom,100-499 nhân viên,10 - 20 triệu,Hà Nội,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,"Requirements/ Desired skills and experience Must have: BSc in Computer Science, Engineering or relevant field Should have at least 3 years of development experience in Java/J2EE and Angular Strong Java Development skills with experience in solving business problems having exposure Java tech stack - Java 8 or higher. Spring Boot, spring cloud, spring security, spring data, Junit Experience in web development sills with experiences in Web and JavaScript technologies-HTML Angular, CSS in developing or maintaining Front end solutions Experience with MySQL Database, REST APIs Some exposure to AWS Cloud Services (API Gateway, Lambda, S3, ECS Fargate, ECR, CloudWatch, Event Bridge, KMS, System Parameter) Ability to learn new technologies quickly Good verbal and written communication skills in English Good understanding of modern software development methodologies Good understanding of software testing methodologies, scripting and tools Experience in one or more full SDLC for enterprise projects Ability to work effectively independently as well as in a team Possess good analytical, problem-solving skills Have some team leading experience Nice to have: Experience in Agile development environments and using DevOps toolchains Experience in container platforms such as Docker and Kubernetes Experience in batch processing implementations Strong organizational and time management skills"
2108,Business Analyst,https://www.topcv.vn/viec-lam/business-analyst/1319093.html?ta_source=ITJobs_LinkDetail,Công ty Cổ phần Đầu tư và Công nghệ HTI,100-499 nhân viên,Tới 30 triệu,Hà Nội,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,"Tốt nghiệp ĐH chuyên ngành có liên quan đến máy tính và khoa học máy tính, kinh tế, quản trị kinh doanh. Cần có kiến thức về công nghệ thông tin.Độ tuổi: 23 – 30TCó 1 -2 năm kinh nghiệm làm việc trong các công ty product.Có chứng chỉ các khóa học liên quan đến BA.Tiếng anh thành thạo.Kỹ năng giao tiếp và thuyết trình tốt.Ưu tiên có kinh nghiệm về design,sử dụng được figma là lợi thế"
2109,System Administrator,https://www.topcv.vn/viec-lam/system-administrator/1205988.html?ta_source=ITJobs_LinkDetail,VC Corp,1000+ nhân viên,14 - 23 triệu,Hà Nội,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,"Kinh nghiệm quản trị trực tiếp các hệ thống linux 1 năm trở lênThành thạo setup các hệ thống monitor, giám sát như Icinga, Nagios, Prometheus, Grafana v.v Code được shell, python phục vụ công việc. Sử dụng docker/container phục vụ công việc. Có kinh nghiệm về công nghệ bảo mật mạng, tường lửa, lớp 7 và ứng dụng tường lửa, IPSec, VPN.Có kinh nghiệm vận hành hệ thống cân tải Haproxy, Nginx cho hàng nghìn user.Có kinh nghiệm vận hành các hệ thống DB như mysql, mongoDB tải cao.Ưu tiên nếu có kinh nghiệm vận hành các hệ thống K8S.Ưu tiên nếu có kinh nghiệm Build CI/CD dựa trên Jenkins/ GitLab"
2110,Thực Tập Sinh Golang,https://www.topcv.vn/viec-lam/thuc-tap-sinh-golang/386713.html?ta_source=ITJobs_LinkDetail,CÔNG TY TNHH MONSTARLAB VIỆT NAM,500-1000 nhân viên,Tới 5 triệu,Hà Nội,Thực tập sinh,Không yêu cầu kinh nghiệm,Thực tập,Không yêu cầu,"• Sinh viên khoa Công Nghệ Thông Tin các trường: Đại học Bách Khoa, Học Viện Bưu Chính, Đại học Công Nghệ• Có định hướng và yêu thích, đam mê lập trình• Khả năng tư duy, tìm tòi, học hỏi nhanh, làm việc độc lập, chủ động trong công việc"
2111,Thực Tập Sinh Seo Web In Ấn,https://www.topcv.vn/viec-lam/thuc-tap-sinh-seo-web-in-an/1318931.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN IN HOA LONG,25-99 nhân viên,5 - 6 triệu,Hà Nội,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,"Ứng viên mới ra trường, tốt nghiệp chuyên ngành, CNTT, phần mềm, hoặc ứng viên tốt nghiêp chuyên ngành marketing, báo chí đã từng tham gia các khóa học SEOCó kiến thức về Seo onpage, offpageCó kiến thức, kỹ năng về marketing để định hướng chiến lược SEO và điều hướng người dùng.Tinh thần cầu tiến, ham học hỏi, chủ động trong công việc. Có định hướng phát triển sự nghiệp lâu dài với mảng SEO nói riêng cũng như ngành Marketing nói chung.Chủ động và có trách nhiệm trong công việc.Có thể làm việc fulltime"
2112,Thực Tập Sinh Flutter,https://www.topcv.vn/viec-lam/thuc-tap-sinh-flutter/489757.html?ta_source=ITJobs_LinkDetail,CÔNG TY TNHH MONSTARLAB VIỆT NAM,500-1000 nhân viên,Tới 5 triệu,Hà Nội,Nhân viên,Không yêu cầu kinh nghiệm,Thực tập,Không yêu cầu,"• Sinh viên năm cuối hoặc chuẩn bị tốt nghiệp chuyên ngành công nghệ thông tin các trường : Đại học Bách Khoa, Học viện Bưu Chính, Đại học Công Nghệ.• Có định hướng và yêu thích, đam mê lập trình• Khả năng tư duy, tìm tòi, học hỏi nhanh, làm việc độc lập, chủ động trong công việc"
2113,"Thực Tập Sinh Kinh Doanh Dự Án, Phần Mềm",https://www.topcv.vn/viec-lam/thuc-tap-sinh-kinh-doanh-du-an-phan-mem/1273416.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN TẬP ĐOÀN CÔNG NGHỆ BMS,25-99 nhân viên,1 - 5 triệu,Hà Nội,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,"- Có mong muốn phát triển ở vị trí Sales và mảng công nghệ;- Có khả năng giao tiếp tốt, thuyết trình;- Có thái độ làm việc nhiệt huyết, sẵn sàng học hỏi;- Ưu tiên các ứng viên có kinh nghiệm sales sản phẩm phần mềm theo yêu cầu, mảng Outsourcing và các ứng viên học các khối ngành kinh tế;- Không yêu cầu kinh nghiệm (sẽ được đào tạo)- Chăm chỉ, kiên trì và chủ động học tập.- Có phương tiện di chuyển và laptop cá nhân.- Yêu thích công việc kinh doanh;- Sinh viên mới ra trường, SV năm cuối của trường các khối ngành kinh tế, ngân hàng, tài chính, quản trị kinh doanh, CNTT;"
2114,NodeJS Developer (Senior-Lead),https://www.topcv.vn/viec-lam/nodejs-developer-senior-lead/1274420.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN AHT TECH,100-499 nhân viên,Thoả thuận,Hà Nội,Nhân viên,4 năm,Toàn thời gian,Không yêu cầu,"Must haveCó ít nhất 4 năm kinh nghiệm với NodeJSCó kinh nghiệm về triển khai MicroservicesSử dụng thành thạo các tool quản lý source code như: Github, Gitlab,....Có khả năng làm việc độc lập cũng như khả năng làm việc nhómCó khả năng đề xuất, đưa ra giải pháp cho các vấn đề của projectNice to haveTiếng Anh hoặc Tiếng Nhật giao tiếp tốtCó kinh nghiệm lead team, training memberCó kinh nghiệm làm việc với DockerCó kinh nghiệm với techstack khác ngoài NodeJSCó kinh nghiệm sử dụng Cloud Service như AWS, GCP, Azure"
2115,.NET Developer - English Fluent (Hybrid),https://www.topcv.vn/viec-lam/net-developer-english-fluent-hybrid/1285020.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN AHT TECH,100-499 nhân viên,"Tới 2,500 USD","Hồ Chí Minh, Hà Nội",Nhân viên,5 năm,Toàn thời gian,Không yêu cầu,"A minimum of 5 years‘ experience in software development, with a substantial portfolio demonstrating architectural and technical design expertise.A Bachelor’s degree in computer science, engineering, or a related technical discipline, or equivalent professional experience.Proven technical engineering experience, including the creation of structured, well-tested code in C# and other relevant technologies.Having experience working at product companies.Extensive experience with web and API development in .NET, and a solid understanding of TypeScript and JavaScript frameworks such as React or Angular.Demonstrated capability in SDK design and development, with a strong background in building scalable APIs, frameworks, and libraries for integration with various systems.A track record of technical innovation and leadership, as evidenced by previous projects, community involvement, or thought leadership such as published articles or speaking engagements at technical events.Excellent command of English with the ability to articulate complex technical concepts clearly and effectively.Must be adept at designing and implementing solutions to complex problems independently and with minimal guidance.Preferred/Additional Skills:In-depth knowledge of agile software development methodologies and tools (e.g., Azure DevOps, GitHub).Demonstrable analytical skills with an ability to work abstractly and with an object-oriented design mindset.Strong problem-solving, testing, and debugging skills.Commitment to meeting deadlines and contributing to team goals.Experience in delivering software products across multiple platforms and devices.A passion for continuous personal and team improvement, and active participation in knowledge sharing within the broader technical community.An ability to collaborate effectively with geographically dispersed teams.Experience in contributing to the hiring process, such as defining job requirements, reviewing resumes, and participating in interviews."
2116,Manual Tester,https://www.topcv.vn/viec-lam/manual-tester/1318960.html?ta_source=ITJobs_LinkDetail,Công ty TNHH Mediastep Software Việt Nam,100-499 nhân viên,20 - 40 triệu,Hồ Chí Minh,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,"Good at English.At least 2 years hands-on experience as a manual QC. Solid knowledge of functional, integration and regression testing. Knowledge of API, performance and security testing is a plus.Dynamic, proactive and high team spirit in a dynamic environment with international colleagues and in a continuous integration/delivery process.Willing to learn, ready to ask team members and clients proactively about issues or problems.Have in-depth understanding of the project and life cycle of testing, phase testing objectives, acceptance criteria and risk-based approaches to testing.Ability to manage and prioritize multiple, diverse features simultaneously.Carefulness, Strong logical thinking and analytical skills.Good at Time management."
2117,Sales Manager,https://www.topcv.vn/viec-lam/sales-manager/1319007.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN INTELNET,25-99 nhân viên,Trên 600 USD,Hồ Chí Minh,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,"Có kinh nghiệm sales B2B, bán các sản phầm phần mềm.Hiểu biết và đã từng làm việc trong các platform liên quan đến loyalty, xây dựng mạng lưới, hệ thống bán hàng.Tư duy sáng tạo, yêu thích các hoạt động đội nhóm, networking.Có khả năng làm việc độc lập và phối hợp tốt với đồng nghiệp hoặc các mối quan hệ được giới thiệu.Hiểu biết về Social Network.Khả năng truyền đạt tốt, thích ứng linh hoạt với các thay đổi của thị trường và khách hàng."
2118,Nhân Viên Support,https://www.topcv.vn/viec-lam/nhan-vien-support/1191363.html?ta_source=ITJobs_LinkDetail,Công Ty Cổ Phần Dịch Vụ & Phát Triển Công Nghệ Minh Hoàng,25-99 nhân viên,6 - 13 triệu,Thái Nguyên,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Am hiểu công nghệ thông tinBiết tiếng anh cơ bảnKhông có kinh nghiệp sẽ được đào tạoKỹ năng giao tiếp tốt
2119,"Nhân Viên Content Truyền Thông (YouTube,Tiktok...)",https://www.topcv.vn/viec-lam/nhan-vien-content-truyen-thong-youtube-tiktok/1192000.html?ta_source=ITJobs_LinkDetail,Công Ty Cổ Phần Dịch Vụ & Phát Triển Công Nghệ Minh Hoàng,25-99 nhân viên,7 - 15 triệu,Thái Nguyên,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,"Biết tiếng anh cơ bản là một lợi thếCó kinh nghiệm về content truyền thôngNăng động, hoạt bátCó tính trách nhiệm cao"
2120,SharePoint Developer (C#),https://www.topcv.vn/viec-lam/sharepoint-developer-c/1280849.html?ta_source=ITJobs_LinkDetail,FPT Software,10000+ nhân viên,Thoả thuận,Hà Nội,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,"• Have knowledge about SharePoint Online (Expert)• Knowledge of Various Programming Languages: C#, CS, HTML5, JavaScript and Jquery (Expert)• Experience in databases design with large amounts of data (> 2 million records)• Ability to work independently and with minimal supervision.• Ability to handle work tasks by priorities/deadlines between projects and operational tasks.• Good presentation and communication skills (to both technical and non-technical audiences, written and verbal)."
2121,Front-End Developer (Middle/Senior),https://www.topcv.vn/viec-lam/front-end-developer-middle-senior/1218895.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN LUKLAK,10-24 nhân viên,25 - 40 triệu,Hà Nội,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,"Yêu cầu chung- Tốt nghiệp ĐH/CĐ các chuyên ngành: CNTT, Toán Tin, Khoa học máy tính… hoặc các chuyên ngành liên quan.- Có khả năng làm việc độc lập cũng như khả năng làm việc nhóm.- Kỹ năng phân tích giải quyết vấn đề tốt.- Có thái độ tích cực trong việc tự học hỏi và áp dụng công nghệ mới.- Đã từng làm việc với mô hình Agile lợi thế.- Yêu thích làm product, ưu tiên ứng viên từng làm các dự án/công ty product.- Có laptop cá nhân.Cụ thểLevel Middle- Từ 3 năm kinh nghiệm lập trình, 2 năm làm việc với với NextJS (ứng viên dưới 3 năm kinh nghiệm vui lòng không gửi CV)- Thành thạo về JavaScript, bao gồm thao tác DOM và mô hình đối tượng JavaScript.- Hiểu nguyên tắc cốt lõi của React.- Từng sử dụng quản lý trạng thái Flux hoặc ReduxLevel Senior- Có ít nhất 3 năm làm việc với React, 2 năm sử dụng NextJs- Có ít nhất 3 năm nghiệm sử dụng Redux, Redux-Saga hoặc Redux-Thunk- Có kinh nghiệm sử dụng webpack- Có khả năng mạnh mẽ trong việc phát triển UI/UX- Có kinh nghiệm vững chắc trong tất cả các lĩnh vực phát triển web (HTML5, CSS3, JSON) bao gồm các vấn đề về khả năng truy cập, SEO- Có kinh nghiệm trong việc sử dụng Design Pattern (observer, singleton, high order component, ...etc)- Có kinh nghiệm viết test (Jest, Enzyme, etc). Nếu biết viết test selenium là lợi thế- Có kinh nghiệm làm việc với Websocket, Service Worker, Cache"
2122,Backend Developer (ASP .NET),https://www.topcv.vn/viec-lam/backend-developer-asp-net/1189397.html?ta_source=ITJobs_LinkDetail,Công ty cổ phần iChiba Việt Nam,25-99 nhân viên,15 - 25 triệu,Hà Nội,Nhân viên,3 năm,Toàn thời gian,Nam,"Must to have:Có 3-4 năm kinh nghiệm làm việc trên nền tảng .NET Core/.NET Framework (ASP.NET).Hiểu biết các mô hình lập trình OOP, MVC, Web API, Clean architecture.Tư duy lập trình, kỹ năng giải quyết vấn đề tốt.Có kinh nghiệm lập trình Database với Entity Framework, SQL Server, PostgresSử dụng thành thạo các công cụ quản lý source code nhu Git, SVNNice to have:Đã từng làm việc với 1 số thư viện hoặc framework JS như: ReactJs, Angular, VueJsCó kiến thức cơ bản về microservice, distributed system, docker, CI-CD là lợi thế.Có hiểu biết cơ bản về gRPC, RabbitMQ, API Gateway, MongoDB, Redis là lợi thế.Hiểu biết về Agile scrum, unit test, integration test"
